Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-25 14:30:00+00:00,253.50010681152344,219.8300018310547,246.2449951171875,752.3099975585938,1211.4300537109375,254.1387939453125,220.44000244140625,247.05990600585938,753.0999145507812,1216.5999755859375,253.02999877929688,219.0500946044922,245.47000122070312,746.9199829101562,1210.68994140625,254.00010681152344,219.77000427246094,246.2346954345703,747.1300048828125,1215.3099365234375,3154957,3829737,1460563,885503,205793
2025-09-25 15:30:00+00:00,252.53030395507812,219.80999755859375,246.27999877929688,754.1300048828125,1207.8349609375,253.91000366210938,220.6699981689453,247.31500244140625,756.7650146484375,1214.2156982421875,252.3000030517578,219.71600341796875,246.17999267578125,752.1599731445312,1207.0899658203125,253.50010681152344,219.80999755859375,246.25999450683594,752.4099731445312,1212.0,2473004,2886292,734042,529847,107564
2025-09-25 16:30:00+00:00,253.5,218.8699951171875,245.86000061035156,749.4600219726562,1205.02001953125,253.8800048828125,219.88999938964844,246.84500122070312,755.02001953125,1210.10498046875,252.5,218.5,245.72999572753906,749.2999877929688,1204.0101318359375,252.5399932861328,219.82000732421875,246.30999755859375,754.2100219726562,1208.2899169921875,2502302,2717778,587183,451927,90170
2025-09-25 17:30:00+00:00,254.55999755859375,217.02999877929688,246.3000030517578,749.780029296875,1207.050048828125,254.58999633789062,218.92999267578125,246.38999938964844,750.5280151367188,1207.2099609375,252.85000610351562,216.47000122070312,244.60000610351562,746.25,1203.150146484375,253.49000549316406,218.84979248046875,245.83999633789062,749.6300048828125,1204.760009765625,2634795,4433827,947336,553563,83126
2025-09-25 18:30:00+00:00,256.9599914550781,217.47000122070312,246.1999969482422,749.489990234375,1207.06005859375,257.1700134277344,217.64999389648438,247.19000244140625,751.3800048828125,1209.949951171875,254.22999572753906,216.8800048828125,246.08999633789062,748.530029296875,1205.5201416015625,254.5500030517578,217.02000427246094,246.33970642089844,749.6099853515625,1207.280029296875,7107739,4009996,805681,408754,110535
2025-09-25 19:30:00+00:00,256.94000244140625,218.1300048828125,246.57000732421875,748.9099731445312,1207.5999755859375,257.1099853515625,218.42999267578125,246.72000122070312,749.9649047851562,1208.81005859375,255.4199981689453,217.19500732421875,245.69000244140625,748.72998046875,1206.425048828125,256.95001220703125,217.47999572753906,246.1999969482422,749.5599975585938,1207.70751953125,4610669,3264141,986449,571151,151909
2025-09-26 13:30:00+00:00,255.02000427246094,218.9149932861328,247.4600067138672,741.1699829101562,1202.130126953125,256.6000061035156,221.02999877929688,250.1199951171875,751.9298706054688,1214.0,253.77999877929688,218.02000427246094,246.75999450683594,739.760009765625,1200.0,254.0,219.0,247.25,748.0,1202.0,8034498,9133063,2689712,1570861,285145
2025-09-26 14:30:00+00:00,255.9700927734375,219.44000244140625,247.63999938964844,742.1749877929688,1208.14501953125,255.99000549316406,219.5800018310547,248.4499969482422,743.97998046875,1209.0,254.57119750976562,218.5050048828125,246.99000549316406,739.1099853515625,1201.8299560546875,255.02000427246094,218.89999389648438,247.4499969482422,741.1300048828125,1202.5,3714841,3183259,993238,742166,178509
2025-09-26 15:30:00+00:00,255.6649932861328,219.97500610351562,247.84010314941406,741.625,1210.885009765625,256.0400085449219,220.25999450683594,248.08999633789062,742.2899780273438,1213.0,254.86000061035156,219.06700134277344,246.66000366210938,737.3532104492188,1205.0,255.97000122070312,219.4499969482422,247.625,742.0700073242188,1208.5400390625,2276774,2297114,762977,654563,94368
2025-09-26 16:30:00+00:00,256.5199890136719,220.39999389648438,248.5749969482422,745.0999755859375,1212.6986083984375,256.9750061035156,220.47999572753906,248.6300048828125,745.7595825195312,1212.6986083984375,255.47999572753906,219.6999969482422,247.58999633789062,740.0,1207.9801025390625,255.66000366210938,219.97999572753906,247.8699951171875,741.75,1210.43994140625,2086042,1938063,745209,476621,98487
2025-09-26 17:30:00+00:00,256.55499267578125,220.19000244140625,247.5399932861328,743.47998046875,1209.4600830078125,257.3599853515625,220.5,248.66000366210938,745.280029296875,1212.4000244140625,255.86000061035156,219.9499969482422,247.02499389648438,742.2899780273438,1207.3900146484375,256.5199890136719,220.39999389648438,248.55999755859375,745.0999755859375,1212.2750244140625,2653513,2146123,872830,369231,83178
2025-09-26 18:30:00+00:00,255.64500427246094,220.27000427246094,247.6199951171875,741.780029296875,1211.1400146484375,256.7298889160156,220.6199951171875,247.88999938964844,744.8300170898438,1212.68994140625,255.49000549316406,220.02999877929688,247.19000244140625,741.0,1210.1500244140625,256.56500244140625,220.1999969482422,247.57000732421875,743.5599975585938,1210.3800048828125,2089315,2102774,586146,422768,126583
2025-09-26 19:30:00+00:00,255.4600067138672,219.8000030517578,247.19000244140625,743.97998046875,1210.1700439453125,255.64979553222656,220.25999450683594,247.6300048828125,744.1599731445312,1211.7900390625,254.89999389648438,219.55999755859375,246.63999938964844,739.7000122070312,1208.840087890625,255.63999938964844,220.25999450683594,247.6199951171875,741.780029296875,1210.9000244140625,3021515,2586975,946945,752133,185431
2025-09-29 13:30:00+00:00,254.2198944091797,221.4300994873047,249.8350067138672,747.1566162109375,1221.5799560546875,254.5,222.08999633789062,251.64830017089844,750.3599853515625,1223.18994140625,253.00999450683594,219.71009826660156,247.74000549316406,745.4199829101562,1187.5400390625,254.0,220.0,248.0,748.0,1203.5,6306062,6887387,2981083,1489717,670965
2025-09-29 14:30:00+00:00,253.47000122070312,220.67630004882812,248.3000030517578,746.375,1212.25,254.24000549316406,221.53880310058594,249.9499969482422,748.969970703125,1224.43994140625,253.30999755859375,220.5500030517578,247.89999389648438,745.6099853515625,1212.010009765625,254.2050018310547,221.4499969482422,249.86000061035156,747.207275390625,1221.0899658203125,2834864,2847139,1218148,612344,166462
2025-09-29 15:30:00+00:00,253.66000366210938,221.36129760742188,248.57000732421875,747.2899780273438,1208.2099609375,254.07000732421875,221.6002960205078,248.8699951171875,749.603271484375,1214.5999755859375,253.1199951171875,220.58009338378906,248.1820068359375,744.6400146484375,1207.47998046875,253.4665069580078,220.7100067138672,248.30999755859375,746.3200073242188,1212.0,2275242,1914981,866075,514270,149648
2025-09-29 16:30:00+00:00,253.39999389648438,221.77000427246094,245.906005859375,744.14501953125,1205.81005859375,253.7799072265625,221.8300018310547,248.72000122070312,748.2232055664062,1209.510009765625,253.2100067138672,220.61000061035156,245.16000366210938,743.8800048828125,1202.905029296875,253.6699981689453,221.35000610351562,248.56500244140625,747.239990234375,1208.0400390625,1744854,2992178,1947695,417676,122398
2025-09-29 17:30:00+00:00,254.57000732421875,221.51499938964844,245.9499969482422,743.8499755859375,1201.8948974609375,254.61500549316406,221.8000030517578,246.13999938964844,744.6500244140625,1206.31005859375,253.1300048828125,220.9199981689453,244.66720581054688,742.75,1201.5,253.38999938964844,221.77999877929688,245.89999389648438,744.1099853515625,1206.2850341796875,2297052,1824169,1447095,500908,150507
2025-09-29 18:30:00+00:00,253.99000549316406,221.74000549316406,243.72999572753906,742.8900146484375,1201.22998046875,254.60000610351562,222.02999877929688,246.0,744.0599975585938,1203.300048828125,253.61000061035156,221.29200744628906,243.61000061035156,742.0999145507812,1200.0,254.57000732421875,221.514404296875,245.9600067138672,743.8150024414062,1201.280029296875,2057798,1932344,1603609,438467,171004
2025-09-29 19:30:00+00:00,254.35000610351562,222.1699981689453,244.3800048828125,743.4400024414062,1206.31005859375,254.8300018310547,222.52999877929688,244.5399932861328,744.5900268554688,1206.4300537109375,253.94000244140625,221.66000366210938,243.1999969482422,739.1500244140625,1199.875,253.99000549316406,221.73939514160156,243.72999572753906,742.9099731445312,1201.1500244140625,2513071,12119107,1911076,1072452,231047
2025-09-30 13:30:00+00:00,254.88619995117188,218.91000366210938,240.52499389648438,729.1849975585938,1183.02001953125,255.91900634765625,222.0800018310547,243.0,740.4749755859375,1204.300048828125,253.9600067138672,217.88999938964844,239.57069396972656,726.2999877929688,1178.0,255.0,222.0,243.0,740.0,1204.0,5893860,8368186,4050751,2579030,800232
2025-09-30 14:30:00+00:00,254.22000122070312,218.7449951171875,240.22999572753906,732.6099853515625,1188.25,255.6750030517578,219.74000549316406,242.00999450683594,735.409912109375,1190.3699951171875,253.82009887695312,218.625,240.0,728.2100219726562,1179.875,254.91000366210938,218.91000366210938,240.5399932861328,729.1400146484375,1182.970947265625,2465164,3893057,3794131,1134276,253120
2025-09-30 15:30:00+00:00,254.53509521484375,219.3300018310547,241.83999633789062,734.1900024414062,1188.7249755859375,254.97000122070312,219.5399932861328,242.22999572753906,735.6799926757812,1192.8499755859375,254.16009521484375,218.6300048828125,240.02000427246094,732.400390625,1187.0899658203125,254.2100067138672,218.73500061035156,240.22000122070312,732.4400024414062,1188.4200439453125,1531480,2497936,4262079,860168,139930
2025-09-30 16:30:00+00:00,253.73500061035156,219.25999450683594,241.57000732421875,728.3499755859375,1186.1500244140625,254.6699981689453,219.5399932861328,242.44000244140625,734.4199829101562,1190.85986328125,253.31170654296875,218.69500732421875,241.22000122070312,727.5700073242188,1184.199951171875,254.55059814453125,219.3300018310547,241.8699951171875,734.2625122070312,1188.969970703125,1623333,2002183,1006183,729726,165099
2025-09-30 17:30:00+00:00,253.33999633789062,219.24949645996094,241.69000244140625,731.0,1191.6650390625,253.99000549316406,219.30999755859375,242.02000427246094,732.77001953125,1192.719970703125,253.11000061035156,218.6699981689453,241.25999450683594,727.8099975585938,1184.9000244140625,253.75999450683594,219.25,241.55999755859375,728.25,1185.7200927734375,1664288,1935636,4837080,586561,123599
2025-09-30 18:30:00+00:00,253.77220153808594,219.21499633789062,241.97999572753906,731.010009765625,1192.574951171875,253.8249053955078,219.23829650878906,242.00999450683594,731.3800048828125,1193.300048828125,253.27099609375,219.02499389648438,241.6300048828125,730.5800170898438,1191.8299560546875,253.33999633789062,219.22000122070312,241.69000244140625,731.0399780273438,1191.8299560546875,357427,281304,161814,87350,27878
